Descriptor,Importance
VSA_EState7,0.0009145617183260221
ATS0i,0.0009139291966599435
AATSC5se,0.0009129536292230476
MIC5,0.0009124140463442576
LogEE_Dzp,0.0009122703828169534
MATS8m,0.0009120061849134937
SMR,0.0009114268858529157
ATS2dv,0.0009113821562801785
Sare,0.000909580391570777
MATS3are,0.0009085239373399167
ATS4i,0.0009078645096133954
AATSC4i,0.000906813829577438
ATSC5s,0.0009052792461329405
BIC3,0.0009029279129687699
AATS8d,0.000902548062884184
GATS3pe,0.0009010349657173408
AATSC5v,0.0008998617844385334
ATSC6se,0.0008993214617080783
GATS5d,0.0008973355322329754
MATS1se,0.0008946898549027024
GATS4i,0.0008942710853269391
GATS7s,0.0008917091844470073
AATSC1c,0.0008902915031148318
SpMax_Dzm,0.0008893521670291367
ATSC1pe,0.0008874859527271945
VR3_Dzpe,0.0008842622141113937
MDEC-33,0.0008832050209182152
GATS3p,0.0008827988891868032
VR3_Dzm,0.0008824851278472648
MDEC-11,0.0008824347617320171
SpMax_Dzp,0.0008817816436983868
GATS7i,0.0008809643244501078
AATSC7i,0.0008807408214363979
SIC5,0.0008799169746531701
MINdO,0.000878643744108456
SssCH2,0.0008785924979176173
MAXsOH,0.0008785034965676156
nH,0.0008764194088667983
ATSC3p,0.0008753767439954947
BCUTpe-1l,0.0008707991987486123
AATSC6dv,0.0008700454702580812
AXp-5dv,0.0008697328150291156
ATS1are,0.0008688378341937838
BalabanJ,0.0008677152323550156
MDEC-13,0.0008652922034743924
ETA_beta_ns,0.0008651430038905351
ATSC0pe,0.0008648155665257191
RNCG,0.0008647229834404099
Xp-2dv,0.0008641659976952608
MATS3v,0.0008636787843020981
ATSC2d,0.000862673696446542
ATSC4pe,0.0008624457202419334
SlogP_VSA3,0.0008619468684107951
MINsCH3,0.0008605803267610981
piPC5,0.000857883289158505
AATSC3m,0.0008576180274783306
Xc-6dv,0.0008572745036241164
PetitjeanIndex,0.0008572571680741295
ATSC5dv,0.0008567004764120574
ECIndex,0.0008561275571183572
AATS3s,0.0008546892323763111
ATSC8se,0.0008544234549200442
AATSC2s,0.0008539377429630021
Xch-7dv,0.0008537782423504753
MATS1i,0.0008513955518994366
AATSC8se,0.0008503399266628308
HybRatio,0.0008486348281234922
ATSC7m,0.0008447567191841374
ETA_epsilon_5,0.0008421267624612565
MATS2m,0.0008390672721272328
BCUTp-1l,0.0008374852960208357
ATSC6c,0.0008365453002263972
MINsssCH,0.0008361927999880147
MATS4p,0.0008332254918751255
ATSC3d,0.0008330378657752663
MATS4dv,0.0008320617521466142
AMID_h,0.0008317848545456087
AATS5v,0.000830954058227748
IC2,0.0008286770765746284
MINssO,0.00082513356792497
